 Nr, headm, heads,    ,    ,    ,     ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,     ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,     ,    ,    ,    ,     ,    ,    ,    ,     ,    ,     ,    ,     ,    ,     ,    ,    ,    ,     ,    ,    ,    ,     ,    ,     ,    ,     ,    ,     ,    ,     ,    ,     ,    ,     ,    ,     ,    ,     ,    ,     ,    ,     ,    ,     ,    ,     ,    ,     ,    ,     ,    ,     ,
  0, 3450,  1650, 550, 350, 450, 1250, 500, 400, 500, 350, 450, 450, 450, 400, 450, 400, 450, 400, 500, 400, 450, 400, 450, 400, 450, 400, 500, 400, 450, 1250, 450, 450, 450, 350, 500, 400, 450, 400, 500, 400, 450, 400, 450, 400, 450, 1250, 500, 400, 450, 1250, 500, 350, 500,  400, 450, 1250, 500, 1250, 450, 1250, 500, 400, 450, 1250, 500, 350, 500, 1250, 500,  350, 500, 1250, 450, 1250, 500, 1250, 500, 1250, 500,  350, 450,  450, 450, 1250, 450,  400, 450,  450, 450,  400, 450,  400, 450,  400, 500, 1250, 450, 1250, 500
  1, 3500,  1650, 500, 350, 500, 1250, 500, 350, 500, 350, 500, 400, 500, 350, 500, 400, 450, 400, 450, 400, 450, 400, 500, 400, 450, 400, 450, 400, 450, 1250, 500, 400, 450, 400, 450, 450, 450, 400, 500, 350, 450, 400, 500, 400, 450, 1250, 500, 400, 450, 1250, 450, 400, 500,  400, 450, 1250, 450, 1250, 500, 1250, 450, 450, 450, 1250, 450, 400, 500, 1250, 450,  400, 450, 1250, 500, 1250, 500, 1200, 500, 1250, 500,  400, 450,  400, 450, 1250, 500,  400, 450,  400, 500,  350, 500,  400, 450,  400, 500, 1200, 500, 1250, 450
  2, 3500,  1650, 500, 350, 500, 1250, 450, 400, 500, 350, 500, 400, 450, 400, 500, 400, 450, 400, 450, 400, 450, 400, 500, 400, 450, 400, 450, 400, 450, 1250, 500, 400, 450, 400, 450, 450, 450, 400, 450, 400, 450, 400, 500, 400, 450, 1250, 450, 400, 500, 1250, 500, 350, 500,  400, 450, 1250, 450, 1250, 500, 1250, 450, 450, 450, 1250, 450, 400, 500, 1250, 450,  400, 450, 1250, 500, 1250, 500, 1200, 500, 1250, 500,  350, 500,  400, 450, 1250, 500,  400, 450,  400, 450,  400, 500,  400, 450,  400, 450, 1250, 500, 1250, 450
  3, 3500,  1650, 500, 350, 500, 1250, 500, 350, 500, 400, 500, 350, 450, 400, 500, 350, 500, 400, 450, 400, 500, 350, 500, 350, 500, 400, 450, 400, 500, 1250, 450, 400, 450, 400, 500, 350, 500, 400, 450, 400, 500, 350, 500, 350, 500, 1250, 500, 350, 500, 1250, 450, 400, 500,  350, 500, 1250, 500, 1250, 450, 1250, 500, 350, 500, 1250, 500, 350, 500, 1250, 450, 1250, 500,  400, 450, 1250, 500, 1250, 450,  400, 500,  350, 500, 1250, 500, 1200, 500, 1250, 500, 1200, 500,  400, 500,  350, 500, 1250, 450, 1250, 500,  350, 500
  4, 3500,  1650, 500, 350, 500, 1250, 500, 350, 500, 350, 500, 350, 550, 350, 500, 350, 500, 350, 500, 400, 500, 350, 500, 350, 500, 350, 500, 400, 500, 1200, 500, 350, 550, 350, 500, 350, 500, 350, 500, 400, 500, 350, 500, 350, 500, 1250, 450, 400, 500, 1250, 500, 350, 500,  350, 500, 1250, 500, 1200, 500, 1250, 500, 350, 500, 1250, 500, 350, 500, 1200, 500, 1250, 500,  350, 500, 1250, 500, 1200, 500,  400, 500,  350, 500, 1200, 550, 1200, 500, 1250, 450, 1250, 500,  350, 500,  400, 500, 1200, 500, 1250, 450,  400, 500
  5, 3500,  1700, 500, 350, 500, 1250, 450, 400, 500, 350, 500, 350, 500, 400, 450, 400, 450, 400, 500, 400, 450, 400, 500, 350, 450, 450, 450, 400, 450, 1250, 500, 400, 450, 400, 450, 400, 450, 450, 450, 400, 450, 400, 450, 400, 500, 1250, 450, 400, 450, 1300, 450, 400, 450,  400, 450, 1300, 450, 1250, 500, 1250, 450, 400, 450, 1300, 450, 400, 450, 1300, 450, 1250, 450,  450, 450, 1250, 450, 1300, 450,  400, 450,  400, 450, 1300, 450, 1250, 450, 1300, 450, 1250, 450,  450, 450,  400, 450, 1300, 450, 1250, 450,  400, 450
  6, 3500,  1650, 500, 350, 500, 1250, 500, 350, 500, 350, 500, 350, 550, 350, 500, 350, 500, 350, 500, 400, 500, 350, 500, 350, 500, 350, 500, 400, 500, 1200, 500, 400, 500, 350, 500, 350, 500, 350, 500, 400, 450, 400, 500, 350, 500, 1250, 500, 350, 500, 1250, 450, 400, 500,  350, 500, 1250, 500, 1200, 500, 1250, 500, 350, 500, 1250, 500, 350, 500, 1200, 550,  350, 500, 1200, 500,  400, 450, 1250, 500,  350, 500,  400, 500, 1200, 500, 1250, 500,  350, 500,  350, 500, 1250, 500,  350, 500, 1250, 500, 1200, 500,  400, 500
  7, 3450,  1650, 550, 350, 500, 1200, 500, 400, 450, 400, 500, 350, 500, 350, 500, 400, 450, 400, 500, 350, 500, 350, 500, 400, 450, 400, 500, 350, 500, 1250, 500, 350, 500, 350, 500, 400, 450, 400, 500, 350, 500, 400, 450, 400, 450, 1250, 500, 400, 450, 1250, 500, 350, 500,  400, 450, 1250, 500, 1250, 450, 1250, 500, 400, 450, 1250, 500, 400, 450, 1250, 500,  350, 500, 1250, 500,  350, 500, 1250, 450,  400, 500,  350, 500, 1250, 450, 1250, 500,  400, 450,  400, 500, 1250, 450,  400, 450, 1250, 500, 1250, 500,  350, 500
  8, 3500,  1700, 500, 350, 500, 1200, 500, 400, 500, 350, 500, 350, 500, 350, 550, 350, 500, 350, 500, 350, 500, 400, 500, 350, 450, 400, 500, 350, 500, 1250, 500, 350, 500, 400, 500, 350, 450, 400, 500, 350, 500, 400, 450, 400, 500, 1200, 550, 350, 450, 1250, 500, 400, 450,  400, 450, 1250, 500, 1250, 500, 1200, 550, 350, 450, 1250, 500, 400, 450, 1250, 500,  350, 500, 1250, 500,  350, 500, 1250, 450,  400, 500,  350, 500, 1250, 500, 1200, 500,  400, 450,  400, 500, 1250, 500,  350, 500, 1200, 500, 1250, 500,  350, 500
  9, 3500,  1650, 550, 350, 500, 1200, 550, 350, 500, 350, 500, 350, 500, 350, 550, 350, 500, 350, 500, 350, 500, 400, 500, 350, 500, 350, 500, 350, 500, 1250, 500, 350, 500, 350, 500, 400, 450, 400, 500, 350, 500, 400, 500, 350, 500, 1200, 500, 400, 500, 1200, 500, 400, 500,  350, 500, 1200, 500, 1250, 500, 1200, 550, 350, 500, 1200, 500, 400, 500, 1200, 500, 1250, 500, 1200, 500,  400, 500, 1200, 500,  350, 500,  400, 500, 1200, 500, 1250, 500, 1200, 500,  400, 500, 1200, 500,  350, 500, 1250, 500, 1250, 450,  400, 500
